username,userlink,wbtext,time,likes,response,sentiment_category,sentiment_score
美美03998,https://weibo.com/7555056718,还是很争气的，恭喜肖战#肖战光点ifpi全球单曲榜第七#,3月10日 12:34,0,0,1,0.7956
偷亲哥哥的脸颊,https://weibo.com/2113400262,恭喜肖战！！！肖战超棒！！！！！！,3月10日 12:34,0,0,1,0.8897
呆桃小鱼儿,https://weibo.com/2906867577,不愧是我战哥,3月10日 12:34,0,0,1,0.9272
HAOQI7YA-,https://weibo.com/6845754922,恭喜肖战！,3月10日 12:34,0,0,1,0.8183
-小李喜欢有钱-,https://weibo.com/6590142001,恭喜肖战！恭喜光点！,3月10日 12:34,0,0,1,0.7997
烂人柱力,https://weibo.com/5629641052,真可怜,3月10日 12:34,0,0,-1,0.2291
草莓甜心小饼干,https://weibo.com/5239764325,哇！,3月10日 12:34,0,0,1,0.8125
萌战兔,https://weibo.com/6027577515,恭喜肖战,3月10日 12:34,0,0,1,0.7932
Wuwu-x,https://weibo.com/2881582100,恭喜肖战,3月10日 12:34,0,0,1,0.7932
李阿素呀,https://weibo.com/5232355692,恭喜战哥,3月10日 12:34,0,0,1,0.9242
Mellifluous-YU,https://weibo.com/7376432602,那可不是牛逼一个人买几百张,3月10日 12:34,0,0,0,0.3561
壹零零五-,https://weibo.com/6143000707,#肖战光点2020全球单曲畅销榜第七# #肖战光点IFPI全球单曲榜第七# 恭喜肖战！！！继续加油呀,3月10日 12:34,0,0,1,0.9143
smallrain7575,https://weibo.com/7358843409,咋就这么骄傲呢，恭喜！,3月10日 12:34,0,0,1,0.75
慢慢长大吧小朋友,https://weibo.com/2873154462,#肖战光点2020全球单曲畅销榜第七# 意料之中！！！🎉 🎉 🎉,3月10日 12:34,0,0,0,0.604
双子小七,https://weibo.com/6100358883,恭喜肖战,3月10日 12:34,0,0,1,0.7932
Meet青鸟,https://weibo.com/2099885645,恭喜战哥 恭喜光点,3月10日 12:34,0,0,1,0.9215
Jeskry_syj,https://weibo.com/Anmoxi921,好尴尬哦,3月10日 12:34,0,0,-1,0.1345
能多吃一块锅包又吗,https://weibo.com/6171225254,肖战，牛,3月10日 12:34,0,0,1,0.7699
wo为战而lai,https://weibo.com/6111492101,肖战继续加油,3月10日 12:34,0,0,1,0.8649
落似烦心,https://weibo.com/5837932184,恭喜肖战，恭喜光点，厉害！,3月10日 12:34,0,0,1,0.8627
学不会19901228,https://weibo.com/6269212315,恭喜肖战,3月10日 12:34,0,0,1,0.7932
Shuangyuandhai怡,https://weibo.com/2622119713,好久在电视上唱给我们听呢？期待！,3月10日 12:34,0,0,1,0.8401
星星starxx,https://weibo.com/5238132879,@白昼乌龙- 太讽刺了我真无语,3月10日 12:34,0,1,-1,0.1436
qaq海绵宝宝,https://weibo.com/5971645221,恭喜肖战！恭喜光点！,3月10日 12:34,0,0,1,0.7997
郭晓婷NG,https://weibo.com/3496464873,骄傲,3月10日 12:34,0,0,1,0.8781
百感无聊,https://weibo.com/7520214321,恭喜,3月10日 12:34,0,0,1,0.7884
玫瑰星球摘星甜心兔1005,https://weibo.com/3168694454,恭喜肖战！恭喜光点！❤️ @X玖少年团肖战DAYTOY //@重庆花泽类的原味薯片啦:恭喜肖战恭喜光点，继续努力！,3月10日 12:34,0,0,1,0.9066
才华腹比仙kx,https://weibo.com/7398630439,: 恭喜肖战恭喜光点，继续努力！,3月10日 12:34,0,0,1,0.8276
潘潘想有钱,https://weibo.com/5662868315,肖战真棒👍光点是你的荣耀，你是我的荣耀,3月10日 12:33,0,0,1,0.9255
SSS级削笔刀,https://weibo.com/110110559baobei,恭喜肖战，前程似锦！,3月10日 12:33,0,0,1,0.7413
秃头小霍心平气和,https://weibo.com/6259925165,@奥特曼咕噜咕噜 华语音乐好像真的要完蛋了…他都排到碧梨前面了,3月10日 12:33,0,0,0,0.3836
别问什么是迪斯科-,https://weibo.com/5467590203,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战，这首歌给我带来了希望和力量。对我来说意义非凡！期待肖战的新歌曲,3月10日 12:33,1,0,1,0.8515
-用尽一切奔向你呀-,https://weibo.com/3287868192,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战,3月10日 12:33,0,0,1,0.7934
有钱的小朋友崽,https://weibo.com/2057456735,恭喜肖战~《光点》传递爱,3月10日 12:33,0,0,1,0.8928
白日少禾,https://weibo.com/6883603229,#肖战光点2020全球单曲畅销榜第七# 歌手肖战真是太棒了,3月10日 12:33,0,0,1,0.904
喜欢太阳的向日葵,https://weibo.com/1970407665,照单全收,3月10日 12:33,0,0,0,0.4011
每天躺在肖战被窝里,https://weibo.com/6207767518,哎，评论区真能吵啊，全世界你第一好了吧，实至名归全球第一就是你,3月10日 12:33,1,0,-1,0.245
梵心涤尘1223,https://weibo.com/6316196967,很抱歉用这样方式打扰大家，妈妈去年查出肠癌晚期肝和胳膊转移，疼痛无法入睡，人消瘦的皮包骨，现在急需医药费。父母农村家庭，每人每月劳保只有132元。父亲脑血栓糖尿病，没劳动能力，无奈发起轻松筹，求大家帮帮我们！妈妈给了我生命，在妈妈生命面临危险时我一定要尽全力救治妈妈！感谢好心人！,3月10日 12:33,0,0,0,0.6439
呆桃啵啵奶cici,https://weibo.com/6534530144,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战！,3月10日 12:33,0,0,1,0.811
小战叫你吖,https://weibo.com/1950827003,真棒👍真替你开心@X玖少年团肖战DAYTOY,3月10日 12:33,0,0,1,0.9211
521愿你平安喜乐Sean,https://weibo.com/7308373420,恭喜肖战帅哥唯一入榜的华语男歌手！数字单曲《光点》，此前就All kill了 2020数字专辑销量冠军及歌手销量榜总冠军、华语新专辑销量榜TOP1、数字专辑囤货榜TOP1、巅峰畅销榜年榜TOP1实绩再➕1#肖战光点2020全球单曲畅销榜第七# xz#肖战#,3月10日 12:33,3,0,1,0.792
锁骨呀锁骨,https://weibo.com/5837772831,恭喜肖战,3月10日 12:33,0,0,1,0.7932
你的眼中有星辰大海xz,https://weibo.com/6901192357,恭喜肖战！太棒了！,3月10日 12:33,0,0,1,0.913
嘟宝1005,https://weibo.com/7282755735,肖战战就是最棒的，相信会越来越好的！,3月10日 12:33,0,0,1,0.9205
wonderlandilove,https://weibo.com/6600177410,恭喜光点,3月10日 12:33,0,0,0,0.5296
魔镜魔镜我是最美丽的,https://weibo.com/6625785972,毫无意义！,3月10日 12:33,0,0,-1,0.1393
糖乐屋,https://weibo.com/2078917925,恭喜ヾ ^_^♪,3月10日 12:33,0,0,1,0.8076
淡淡的丹丹10-05,https://weibo.com/6170487781,恭喜肖战先生,3月10日 12:33,0,0,1,0.803
飞翔的羽绒_310,https://weibo.com/2893106855,哇，这个榜单好🐮啊！太棒了，恭喜肖战！,3月10日 12:33,0,0,1,0.9073
海绵宝宝呀L1,https://weibo.com/6006613537,牛啊，太厉害了叭,3月10日 12:33,0,0,1,0.7766
呆桃家的ljyang,https://weibo.com/liangjy05,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战@X玖少年团肖战DAYTOY 肖战超话,3月10日 12:33,0,0,1,0.9087
太宰-治水,https://weibo.com/6290792788,恭喜肖战恭喜光点,3月10日 12:33,0,0,1,0.7366
茭塘腊月,https://weibo.com/5284250312,恭喜肖战,3月10日 12:33,0,0,1,0.7932
干净纯良,https://weibo.com/6076343409,恭喜战战,3月10日 12:33,0,0,1,0.8492
江南杏花雨_spring,https://weibo.com/7349285169,太好了,3月10日 12:33,0,0,1,0.8657
你夏天遇见,https://weibo.com/1782760947,恭喜肖战。@X玖少年团肖战DAYTOY,3月10日 12:33,0,0,1,0.9113
飞鸟游雨,https://weibo.com/5316519923,恭喜恭喜,3月10日 12:33,0,0,1,0.7961
博肖平an喜樂,https://weibo.com/7486910683,恭喜肖战,3月10日 12:33,0,0,1,0.7932
非著名海带芽,https://weibo.com/5616416435,哇 真棒,3月10日 12:33,0,0,1,0.8829
宅小姬,https://weibo.com/2511623074,恭喜肖战！,3月10日 12:33,0,0,1,0.8183
你的瑶宝er,https://weibo.com/2478061591,肖战超话 恭喜@X玖少年团肖战DAYTOY 《光点》取得的成绩#肖战光点2020全球单曲畅销榜第七# #向全世界安利肖战#,3月10日 12:33,0,0,1,0.9235
顺顺利利1005号,https://weibo.com/7480570749,恭喜点点子，恭喜肖战！,3月10日 12:33,0,0,1,0.7649
-那颗心啊,https://weibo.com/2059297027,恭喜恭喜，恭恭喜喜,3月10日 12:33,0,0,1,0.787
肖大头爱吃坚果,https://weibo.com/6696438732,恭喜恭喜，肖战加油，继续发光发亮,3月10日 12:33,0,0,1,0.8684
挥舞着羊蹄的小墩子,https://weibo.com/5055140277,✌🏻️ 牛批,3月10日 12:33,0,0,0,0.3682
种草小姑凉鸭,https://weibo.com/6790589250,恭喜肖战，恭喜光点，帅哥好优秀啊,3月10日 12:33,0,0,1,0.8956
骄傲的linna,https://weibo.com/6411728222,恭喜肖战,3月10日 12:33,0,0,1,0.7932
战哥aYIBO1314,https://weibo.com/6800887527,为肖战的歌曲光点上榜骄傲,3月10日 12:33,0,0,0,0.6858
SH美好638556,https://weibo.com/6385564745,恭喜肖战#肖战光点2020全球单曲畅销榜第七#,3月10日 12:33,0,0,1,0.8167
mind916,https://weibo.com/6104020461,虽然战绩了得，还有很多不足，粉丝将和肖战继续努力成为更好的自己,3月10日 12:33,0,0,1,0.8665
蝈蝈小星2020,https://weibo.com/2189919115,牛逼,3月10日 12:33,0,0,1,0.8383
青丝199012,https://weibo.com/6790301837,恭喜恭喜，恭喜肖战！,3月10日 12:33,0,0,1,0.8285
xz我来了来了,https://weibo.com/7291445516,恭喜肖战，恭喜光点,3月10日 12:33,1,0,1,0.7909
奔向两顾一三,https://weibo.com/7045076943,#肖战光点2020全球单曲畅销榜第七#恭喜肖战，好厉害👍,3月10日 12:33,0,0,1,0.8963
Rabbit不吃茄子,https://weibo.com/5627946404,恭喜肖战,3月10日 12:33,0,0,1,0.7932
烧买饼子,https://weibo.com/7379024327,恭喜肖战,3月10日 12:33,0,0,1,0.7932
萱宝佑酱,https://weibo.com/7314491732,我战哥棒棒哒！！！！,3月10日 12:33,0,0,1,0.9217
呆桃肖洒,https://weibo.com/3263894171,恭喜肖战！！！,3月10日 12:33,0,0,1,0.821
夜尽07682,https://weibo.com/6296785297,还吹嘘呢我的天，不觉得很可耻吗？你们还想控评控住全世界的人?,3月10日 12:33,0,0,-1,0.2706
角落1005,https://weibo.com/5047076975,#肖战光点国际唱片协会全球单曲榜第七#,3月10日 12:33,0,0,0,0.4738
曲奇要勤奋努力DAYTOY,https://weibo.com/1274104372,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战，你的努力显现出来了，你是我们的骄傲，也是中国人的骄傲～～破界跨界闯世界你从来不是说说而已～～棒我的榜样,3月10日 12:33,0,0,1,0.9072
MAM-YING0,https://weibo.com/6076337324,恭喜肖战恭喜光点！,3月10日 12:33,0,0,1,0.7555
宋小泽syz,https://weibo.com/5601448928,中国人的骄傲,3月10日 12:33,0,0,1,0.7207
棉棉828,https://weibo.com/7310112910,牛！！！,3月10日 12:33,0,0,1,0.7764
莞尔20170801,https://weibo.com/6334240514,#肖战光点2020全球单曲畅销榜第七# 歌手肖战，牛！,3月10日 12:33,0,0,0,0.6865
赞赞王一宝12,https://weibo.com/6352668096,牛逼,3月10日 12:33,0,0,1,0.8383
喜欢兔兔的小兔子,https://weibo.com/6327071314,恭喜肖战,3月10日 12:33,0,0,1,0.7932
OpalSiren,https://weibo.com/7428139801,既然肖战是流量就看商业价值，作为流量他商业价值有了,3月10日 12:33,0,0,1,0.7539
偏執予你_,https://weibo.com/6090493830,中国人🐮🍺,3月10日 12:33,0,0,0,0.3749
竹香余木木,https://weibo.com/7330018845,肖战优秀,3月10日 12:33,0,0,1,0.8596
叫你一声你敢答应吗6120,https://weibo.com/5765337521,用不了多久就可以全球第一里了,3月10日 12:33,0,0,1,0.7277
帝予苍岚,https://weibo.com/canghuang,税缴了吗？,3月10日 12:33,0,0,-1,0.1804
香菜猪猪啵吧唧一口小太阳,https://weibo.com/6367583094,牛逼啊！！恭喜肖战,3月10日 12:33,0,0,1,0.8229
小晖晖DAYTOY,https://weibo.com/3310039137,战哥威武,3月10日 12:33,0,0,1,0.9158
小了也許hui倖福,https://weibo.com/6737137153,哇哦！牛逼！🐮,3月10日 12:33,0,0,1,0.8183
尘埃不染皓白之光,https://weibo.com/3459225080,恭喜肖战,3月10日 12:33,0,0,1,0.7932
Sy世界太纷扰,https://weibo.com/5602115838,正义必胜！肖战加油！,3月10日 12:33,0,0,1,0.9118
广东秋冷了月光,https://weibo.com/1992103413,恭喜光点，恭喜肖战，帅哥快出新专辑呀,3月10日 12:33,0,0,1,0.8726
小小比芯芯,https://weibo.com/6405999042,恭喜肖战，光点很治愈,3月10日 12:33,1,0,1,0.8573
甜甜的痞子王77,https://weibo.com/6367261878,恭喜肖战，恭喜光点，继续努力,3月10日 12:33,0,0,1,0.8553
肖兔兔he小狮子,https://weibo.com/6329654429,恭喜恭喜啊,3月10日 12:33,0,0,1,0.8061
疯长的薄荷吖,https://weibo.com/6089715504,恭喜歌手们 肖战🐂,3月10日 12:33,0,0,0,0.4723
夏虫不可语冰欧耶,https://weibo.com/5716375126,恭喜肖战，光点,3月10日 12:33,0,0,1,0.7508
是谁把你送到我身边诶,https://weibo.com/5577701612,丢人啊 让全世界都觉得中国就这音乐审美？,3月10日 12:33,0,0,-1,0.1617
踏天巡财,https://weibo.com/3031942433,呵呵,3月10日 12:32,0,0,-1,0.1398
桂桂子的高光时刻,https://weibo.com/5951364457,恭喜我家哥哥,3月10日 12:32,0,0,1,0.7825
紧紧抱住呆桃,https://weibo.com/7412117662,#肖战光点国际唱片协会全球单曲榜第七# 恭喜肖战，恭喜光点,3月10日 12:32,0,0,0,0.6495
能不能少睡点觉,https://weibo.com/7198058278,棒呆,3月10日 12:32,0,0,1,0.8231
哄哄不好哄,https://weibo.com/5646812196,比bad guy都高……我无语凝噎,3月10日 12:32,0,0,-1,0.1915
请把纸巾递我谢谢,https://weibo.com/5154280472,肖战厉害啊,3月10日 12:32,0,0,1,0.8251
L安尤笙,https://weibo.com/3925355803,哈哈哈哈哈哈粉丝不心虚吗,3月10日 12:32,0,0,0,0.3855
北二街最靓崽,https://weibo.com/2932618843,恭喜肖战 光点闯世界～～,3月10日 12:32,2,0,1,0.7935
如果说我说如果Kathy,https://weibo.com/6493919147,我想的是，不是粉丝不粉丝的事，我听了店里放的片段买了，真的挺激励人的，2020特别不顺心一直单曲循环,3月10日 12:32,0,0,0,0.4012
绿色抹茶慕,https://weibo.com/6367765862,厉害了,3月10日 12:32,0,0,1,0.8846
千万记得天涯有人在等待,https://weibo.com/2648175204,点点牛逼,3月10日 12:32,0,0,1,0.7837
傻姥-,https://weibo.com/6029674558,抄袭音乐也能上？,3月10日 12:32,0,0,-1,0.1472
枳盐欠桃-,https://weibo.com/7363061026,你就说牛不牛逼,3月10日 12:32,0,0,-1,0.2264
灼灼其华而不妖,https://weibo.com/5380263880,光点是我的闹钟⏰ 每天早上催我起床，#肖战光点2020全球单曲畅销榜第七# #肖战光点ifpi全球单曲榜第七#,3月10日 12:32,1,0,0,0.5669
晚风吹过云果儿,https://weibo.com/2381153125,恭喜肖战,3月10日 12:32,0,0,1,0.7932
小飞侠涵宝,https://weibo.com/6541892028,恭喜肖战,3月10日 12:32,0,0,1,0.7932
二次元的圈,https://weibo.com/3569148177,恭喜肖战@X玖少年团肖战DAYTOY 我爱你,3月10日 12:32,1,0,1,0.9253
X兔的奶瓶,https://weibo.com/6290303026,恭喜肖战，很好听的光点，积极向上给予正能量,3月10日 12:32,0,0,1,0.8762
竹香余木木,https://weibo.com/7330018845,恭喜肖战,3月10日 12:32,0,0,1,0.7932
唯DAYTOY1005,https://weibo.com/7327926901,肖战超话xz#肖战光点2020全球单曲畅销榜第七# 点点子很棒啊～@X玖少年团肖战DAYTOY,3月10日 12:32,0,0,1,0.9251
拜可肖耶218,https://weibo.com/5053300291,这是该机构自1933年成立88年以来【唯一】入榜前十的华语男歌手，肖战真的太厉害了,3月10日 12:32,1,0,0,0.4035
小倪要爆炸,https://weibo.com/6624635029,恭喜肖战！恭喜光点！,3月10日 12:32,0,0,1,0.7997
呆桃很野z,https://weibo.com/6836085973,恭喜肖战！恭喜光点！新的一年继续努力！,3月10日 12:32,1,0,1,0.8762
YIENXI_,https://weibo.com/2194716270,厉害了，恭喜哥哥,3月10日 12:32,0,0,1,0.8625
丁丁nicole,https://weibo.com/7256779945,恭喜歌手肖战，希望早日看到光点舞台,3月10日 12:32,0,0,0,0.6924
n平方sigma,https://weibo.com/6581659637,恭喜ㄧ直很努力的肖战 光点好棒棒 战👍💕,3月10日 12:32,0,0,1,0.8938
IM_JUST_MIE,https://weibo.com/7562720288,恭喜肖战！我们一起继续加油！,3月10日 12:32,0,0,1,0.9134
lilies520,https://weibo.com/2052665523,恭喜光点，恭喜肖战@X玖少年团肖战DAYTOY#肖战光点2020全球单曲畅销榜第七#,3月10日 12:32,0,0,1,0.9051
美美满满22,https://weibo.com/5888318208,恭喜肖战,3月10日 12:32,0,0,1,0.7932
奈何因为你在,https://weibo.com/2723848595,恭喜肖战恭喜肖战、以后会越来越好,3月10日 12:32,0,0,1,0.8684
天羡宝宝TX,https://weibo.com/2268849761,#肖战光点2020年全球单曲畅销榜第七# 肖战好棒！！！！,3月10日 12:32,0,0,1,0.899
Ayuk7,https://weibo.com/2608114773,这也太牛了,3月10日 12:32,0,0,0,0.3515
肖兔子的耳朵xxz,https://weibo.com/7347541540,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战,3月10日 12:32,0,0,1,0.7934
AHY46691,https://weibo.com/7365955145,恭喜肖战！恭喜光点！,3月10日 12:32,0,0,1,0.7997
美州牧,https://weibo.com/6602491932,用啥用，全是刷出来的，没几个人听的,3月10日 12:32,1,0,-1,0.1546
小颖在北京,https://weibo.com/2803615723,恭喜肖战，恭喜《光点》。,3月10日 12:32,0,0,1,0.7356
一顆桃子xx,https://weibo.com/10ninatx5066,哇哦！恭喜肖战！！光点确实是一首很好听的歌！,3月10日 12:32,0,0,1,0.8134
冷冰凝15,https://weibo.com/7410988307,恭喜肖战的，加油,3月10日 12:32,0,0,1,0.889
蓓蓓0980,https://weibo.com/6485926015,#肖战光点2020全球单曲畅销榜第七# 刚刚了解了一下IFPI国际唱片业协会这个组织，它的会员来自世界76个国家1500多家唱片制造商和唱片发行商，占据了全球绝大部分音乐市场份额，同时还拥有46个国家协会。只能说能上榜都是超厉害的 ！为肖战鼓掌！@X玖少年团肖战DAYTOY,3月10日 12:32,1,0,1,0.9185
微笑伊人1005,https://weibo.com/5803690825,肖战好厉害啊！光点也是我第一次花钱买的歌，而且心情一不好了就会去买！,3月10日 12:32,0,0,0,0.473
哈加莎全球后援会,https://weibo.com/2045710011,肖战真恶.心,3月10日 12:32,0,0,-1,0.1644
飞狐过隙,https://weibo.com/3965231944,#肖战光点2020全球单曲畅销榜第七# 肖战破界跨界闯世界！光点加油！,3月10日 12:32,0,0,1,0.9036
孔雀开屏的时候多好看呀,https://weibo.com/2152906395,@X玖少年团肖战DAYTOY 恭喜战战，继续加油哟～,3月10日 12:32,0,0,1,0.9283
紧紧抱住呆桃,https://weibo.com/7412117662,恭喜肖战🎉 🎉,3月10日 12:32,0,0,1,0.7821
水水水水水水水水水水水水水水淼,https://weibo.com/3870610439,恭喜战战老公,3月10日 12:32,0,0,1,0.8574
三里daytoy,https://weibo.com/7247560437,不愧是你肖战@X玖少年团肖战DAYTOY  不愧是你点点子#肖战光点#,3月10日 12:32,0,0,1,0.8773
笨蛋黑花,https://weibo.com/3636197267,厉害了,3月10日 12:32,0,0,1,0.8846
晓云落景007,https://weibo.com/1832964824,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战，光点超好听！！,3月10日 12:32,0,0,1,0.8847
用户光6165697054,https://weibo.com/6165697054,恭喜肖战，恭喜光点,3月10日 12:32,1,0,1,0.7909
派大星我们去抓海绵宝宝吧Allen,https://weibo.com/6595415046,看到中国人名字出现在IFPI这个权威榜单上就是很骄傲！！！肖战牛逼！光点牛逼！#肖战光点2020全球单曲畅销榜第七#,3月10日 12:32,0,0,1,0.8708
忘记不知归露,https://weibo.com/6357937048,恭喜🎉 肖战,3月10日 12:32,1,0,1,0.817
落落xh5512,https://weibo.com/2472176350,恭喜歌手肖战，加油,3月10日 12:32,0,0,1,0.8144
棒打怪兽先生,https://weibo.com/6182681364,肖战🐮🍺！#肖战光点2020全球单曲畅销榜第七#,3月10日 12:32,0,0,1,0.7651
前场篮板与摇滚乐,https://weibo.com/5781162565,哈哈,3月10日 12:32,0,0,0,0.3708
_TiAnjIAo_,https://weibo.com/5056089706,太棒了吧！恭喜肖战,3月10日 12:32,1,0,1,0.9029
真是大千世界无奇不有,https://weibo.com/7324728915,歌手肖战真的是我们的骄傲，加油！,3月10日 12:32,0,0,1,0.8828
透明果子ZHH,https://weibo.com/2243647472,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战，恭喜光点，优秀的人到哪里都会发光！@X玖少年团肖战DAYTOY 未来可期,3月10日 12:32,0,0,1,0.9145
阿狸理不理,https://weibo.com/5646217567,#肖战光点2020全球单曲畅销榜第七#  总是能带给人惊喜 破界跨界闯世界，冲冲冲！ 肖战超话 #肖战# 我们坐在高高的虾壳上听老虾讲过去的故事超话,3月10日 12:32,0,0,1,0.8454
闭眼听风何人一笑,https://weibo.com/6638947447,恭喜肖战，继续努力。,3月10日 12:32,0,0,1,0.8509
無关风月vv_,https://weibo.com/5541153943,一起继续努力,3月10日 12:32,0,0,1,0.8373
鬼翼DAYTOY,https://weibo.com/3578356683,哇噢！肖战真棒！光点好听！阳光美好正能量！@X玖少年团肖战DAYTOY,3月10日 12:32,0,0,1,0.9225
yoyo钱有有,https://weibo.com/3103085263,欢迎大家多多关注肖战的作品,3月10日 12:32,0,0,1,0.9135
途经冬日,https://weibo.com/6098360495,呵呵,3月10日 12:32,0,0,-1,0.1398
井底之鸭鸭,https://weibo.com/2669717855,特别棒的数据，肖战棒棒哒,3月10日 12:32,0,0,1,0.8971
爱纠结的天秤座Q,https://weibo.com/5332587841,好厉害的样子,3月10日 12:32,0,0,1,0.8365
只粉你小赞,https://weibo.com/7410273344,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战,3月10日 12:32,0,0,1,0.7934
陌路猪猪轶事,https://weibo.com/6031515165,光点很棒，恭喜肖战！,3月10日 12:32,0,0,1,0.886
爱_有力量,https://weibo.com/3233642027,肖战的光点是一首有力量的歌曲，它陪伴很多人快速成长,3月10日 12:32,0,0,1,0.7981
珊有慕曦慕有芝,https://weibo.com/5657515562,不值得,3月10日 12:32,1,0,-1,0.1381
芒芒谷雨,https://weibo.com/6578954132,咬一买三，懂？,3月10日 12:32,0,0,0,0.3931
鹿鹭大神,https://weibo.com/7332147758,太棒了恭喜肖战,3月10日 12:32,1,0,1,0.9039
青寻之梦,https://weibo.com/5574950453,很棒！恭喜战战@X玖少年团肖战DAYTOY,3月10日 12:32,0,0,1,0.923
旋转的托马斯回旋,https://weibo.com/6166386082,这不是讽刺嘛,3月10日 12:32,2,0,-1,0.1661
初见与别辞离,https://weibo.com/7320730342,恭喜肖战,3月10日 12:32,0,0,1,0.7932
扣子阿姨洗铁路哟,https://weibo.com/5145469458,恭喜肖战,3月10日 12:32,0,0,1,0.7932
风灵的角笛叮叮,https://weibo.com/7405714440,恭喜肖战,3月10日 12:32,1,0,1,0.7932
绵绵本绵罗青羊,https://weibo.com/3597713684,#肖战# 家人们！大喜讯！！！,3月10日 12:32,0,0,1,0.8774
晓倩1371,https://weibo.com/6417518677,哟哟哟,3月10日 12:32,0,0,0,0.358
可不可以dsn,https://weibo.com/3915729229,恭喜ヾ ^_^♪,3月10日 12:32,0,0,1,0.8076
-自蓝,https://weibo.com/5151086057,老婆冲啊,3月10日 12:32,0,0,0,0.5326
星辰大海1085,https://weibo.com/7496870623,真给中国人长脸，优秀,3月10日 12:32,0,0,1,0.7716
Ttttttmessi,https://weibo.com/6126726808,畅销榜懂得都懂,3月10日 12:31,0,0,1,0.7825
喦呐呐呐,https://weibo.com/hj2c,啊（土拨鼠叫），我赞赞帅的哦，又帅又有才，温柔又阳光，哈哈哈哈哈,3月10日 12:31,0,0,1,0.8909
遇上QING,https://weibo.com/7324345126,恭喜肖战,3月10日 12:31,0,0,1,0.7932
75拂晓,https://weibo.com/7545642396,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战！粉丝们也不用在意别人的各种羡慕嫉妒恨，和肖战一起大踏步往前走，让他们在后面追！@X玖少年团肖战DAYTOY,3月10日 12:31,0,0,1,0.9234
您的胡萝卜已送达,https://weibo.com/7508621901,恭喜肖战,3月10日 12:31,0,0,1,0.7932
叮丁鼎,https://weibo.com/5372684336,这太厉害了吧，恭喜啊,3月10日 12:31,0,0,0,0.6075
爱吃小肥虾的豆糕呀,https://weibo.com/amickyang,#肖战光点2020全球单曲畅销榜第七# 恭喜@X玖少年团肖战DAYTOY,3月10日 12:31,0,0,1,0.9138
飞飞7434888197,https://weibo.com/7434888197,优秀的娃！真给国人长脸！,3月10日 12:31,0,0,1,0.7316
东起阁楼,https://weibo.com/6413058628,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好，好讽刺,3月10日 12:31,1,0,-1,0.2794
阿依土鳖公主的小赞,https://weibo.com/2373426461,光电 we are made to love！,3月10日 12:31,0,0,1,0.8559
爱桃桃的我,https://weibo.com/3926566210,当你用爱拥抱世界，世界会回报你爱的,3月10日 12:31,0,0,1,0.8347
kitty_fei,https://weibo.com/5816816638,#肖战# 优秀如你@X玖少年团肖战DAYTOY,3月10日 12:31,0,0,1,0.9297
绿叶爱丽丝,https://weibo.com/5712602525,肖战真是太棒了！光点我也好喜欢,3月10日 12:31,0,0,1,0.9255
李诺哥哥好帅,https://weibo.com/7419814042,垃圾集中回收袋,3月10日 12:31,1,0,-1,0.1362
luckyweiwei2019,https://weibo.com/7356115884,恭喜肖战，真是太厉害了！,3月10日 12:31,1,0,1,0.8349
yu玉儿吖,https://weibo.com/5592530367,恭喜肖战！恭喜光点！,3月10日 12:31,0,0,1,0.7997
木鸟晴天,https://weibo.com/2537191600,肖小战，要继续加油哦！！！,3月10日 12:31,1,0,1,0.9146
快乐追星木木子,https://weibo.com/7549494598,恭喜光点,3月10日 12:31,0,0,0,0.5296
冤契10734,https://weibo.com/7449994974,图片评论,3月10日 12:31,0,0,0,0.3681
别让兔子跑了,https://weibo.com/6380585859,好棒呀战战！@X玖少年团肖战DAYTOY 多出新歌吧！,3月10日 12:31,0,0,1,0.9269
图乐妈咪,https://weibo.com/5740200890,#肖战光点2020全球单曲畅销榜第七# 破界，跨界，闯世界#肖战# 你做到了@X玖少年团肖战DAYTOY 我也像光点，微不足道，也要向光而行。,3月10日 12:31,0,0,1,0.8055
xzlzy,https://weibo.com/6510645890,厉害了，我的战战@X玖少年团肖战DAYTOY,3月10日 12:31,0,0,1,0.93
禾田775,https://weibo.com/7420031572,好像只有肖战一个中国🇨🇳人，支持肖战,3月10日 12:31,0,0,1,0.8959
糖糖爱吃糖DAYTOY,https://weibo.com/2476634951,#肖战光点2020全球单曲畅销榜第七#,3月10日 12:31,0,0,1,0.7046
獨向天涯路,https://weibo.com/5592742959,听说很牛，再转一个支持一下吧。,3月10日 12:31,0,0,1,0.8758
Enuu5,https://weibo.com/5122141101,恭喜肖战，恭喜光点！加油！,3月10日 12:31,0,0,1,0.8979
两串红辣椒,https://weibo.com/7397784634,恭喜肖战。光点真棒！,3月10日 12:31,0,0,1,0.8866
吃药可好,https://weibo.com/3456220834,我们肖战超厉害,3月10日 12:31,1,0,1,0.9237
